Provider,Server_Type,Region,OS_Type,Hour,Active_Users,Network_Packets_In,Disk_IO_Speed,Memory_Usage_Percent,CPU_Load
Azure,X-Large,EU-West,Ubuntu,17,3466,48524,130.5,44.5,56.0
Azure,X-Large,EU-West,Ubuntu,22,3282,22974,59.0,41.1,58.7
AWS,Large,EU-West,Ubuntu,17,1185,15405,92.7,59.0,66.9
AWS,Large,AP-South,Ubuntu,19,1436,15796,72.3,57.0,74.8
Azure,Large,EU-West,Ubuntu,6,773,3865,38.7,39.9,35.6
AWS,Micro,EU-West,Ubuntu,2,58,348,126.3,33.0,38.0
GCP,Micro,EU-West,Ubuntu,17,136,680,177.0,53.7,56.3
AWS,Micro,EU-West,Linux,9,162,2106,192.0,53.8,61.1
GCP,Large,US-East,Windows,6,476,6188,42.5,52.0,40.7
GCP,Micro,EU-West,Ubuntu,16,191,2101,144.9,54.7,85.4
GCP,X-Large,US-East,Ubuntu,13,2130,29820,134.5,37.6,40.6
AWS,X-Large,AP-South,Windows,23,2681,18767,72.0,67.3,53.5
AWS,X-Large,AP-South,Linux,2,3467,31203,8.7,47.3,59.6
Azure,X-Large,US-East,Linux,11,3658,29264,139.5,48.8,58.4
AWS,X-Large,EU-West,Windows,12,4500,49500,189.4,75.2,98.7
AWS,X-Large,US-East,Windows,1,1374,17862,128.3,53.8,39.6
GCP,X-Large,US-East,Windows,2,3120,18720,89.9,63.7,64.0
AWS,Micro,US-East,Windows,4,190,2280,107.4,77.3,93.4
AWS,Large,EU-West,Linux,10,1253,16289,43.9,56.2,70.2
GCP,Large,EU-West,Windows,7,1411,19754,151.4,81.3,89.9
AWS,Large,US-East,Ubuntu,22,394,5516,150.6,26.6,25.6
GCP,Large,AP-South,Linux,22,1379,17927,33.4,51.3,61.4
AWS,X-Large,US-East,Windows,11,4243,59402,176.2,74.7,74.6
AWS,X-Large,AP-South,Windows,6,3894,42834,57.5,65.2,72.4
Azure,X-Large,AP-South,Linux,14,2064,26832,196.5,33.3,37.4
AWS,X-Large,EU-West,Linux,23,4134,53742,79.7,54.4,73.5
GCP,Micro,AP-South,Ubuntu,16,32,224,39.7,18.7,20.5
AWS,Large,US-East,Windows,3,559,4472,73.6,54.5,45.0
Azure,Micro,US-East,Windows,21,84,504,90.8,50.4,42.5
AWS,Large,EU-West,Ubuntu,12,759,10626,18.5,43.4,44.9
AWS,Micro,AP-South,Windows,17,169,1183,117.8,71.3,69.7
GCP,Large,US-East,Ubuntu,0,1341,12069,121.5,59.1,77.2
Azure,Large,AP-South,Linux,15,878,7902,149.1,49.2,50.3
AWS,Micro,AP-South,Ubuntu,12,43,430,10.7,22.5,13.2
AWS,Micro,EU-West,Linux,9,193,2123,110.5,51.6,87.3
GCP,X-Large,US-East,Ubuntu,11,4739,52129,15.3,57.0,83.1
AWS,Micro,US-East,Linux,1,174,870,141.7,53.5,70.1
AWS,Large,US-East,Linux,22,206,1236,15.9,24.5,9.5
AWS,Large,AP-South,Ubuntu,2,1419,18447,182.8,56.6,80.8
Azure,Large,EU-West,Ubuntu,9,620,8680,141.9,37.3,35.1
AWS,Large,US-East,Ubuntu,1,1032,6192,103.9,46.7,68.3
GCP,Micro,EU-West,Ubuntu,22,56,560,91.1,28.3,31.5
Azure,X-Large,EU-West,Linux,12,4219,21095,30.5,55.1,65.8
AWS,Large,EU-West,Windows,12,1425,9975,61.7,81.4,89.8
AWS,Large,AP-South,Ubuntu,17,1113,6678,174.4,52.2,71.0
Azure,Large,AP-South,Ubuntu,2,1206,8442,181.4,41.9,73.4
AWS,Micro,EU-West,Ubuntu,6,135,1215,5.1,49.6,61.2
AWS,Large,EU-West,Ubuntu,13,594,8316,120.9,35.9,30.3
GCP,X-Large,AP-South,Windows,19,1816,18160,145.3,57.6,38.8
Azure,X-Large,US-East,Windows,16,3928,51064,125.7,69.0,73.1
GCP,Large,EU-West,Ubuntu,20,775,10850,20.9,47.4,44.0
AWS,Large,AP-South,Windows,11,524,4192,47.5,58.8,48.0
GCP,Micro,EU-West,Windows,15,145,1595,53.8,65.2,63.9
AWS,Large,US-East,Ubuntu,23,1129,11290,167.2,44.8,71.9
Azure,Micro,US-East,Ubuntu,11,185,1110,95.3,63.2,75.6
Azure,X-Large,EU-West,Ubuntu,14,4699,65786,99.9,52.1,75.4
Azure,Micro,US-East,Windows,9,193,2316,187.3,73.3,92.4
GCP,Micro,EU-West,Linux,6,74,814,129.2,32.1,40.8
GCP,Large,US-East,Ubuntu,19,1254,13794,180.2,53.5,66.4
AWS,X-Large,AP-South,Ubuntu,4,4459,53508,94.0,56.4,74.3
Azure,Micro,EU-West,Windows,0,122,610,34.1,63.7,66.4
GCP,X-Large,EU-West,Ubuntu,16,2900,14500,186.3,45.4,45.6
AWS,Micro,AP-South,Ubuntu,2,187,2244,94.4,54.8,76.3
GCP,X-Large,US-East,Ubuntu,12,3884,31072,40.4,45.3,67.9
AWS,Micro,AP-South,Windows,13,167,1503,64.0,74.0,83.8
GCP,X-Large,US-East,Windows,23,2399,28788,14.9,57.7,59.0
GCP,Micro,US-East,Linux,17,97,873,96.3,41.0,50.4
GCP,X-Large,EU-West,Ubuntu,3,1442,20188,171.4,37.0,27.9
Azure,Micro,AP-South,Linux,17,76,608,187.0,33.6,35.9
Azure,Large,AP-South,Ubuntu,4,274,2740,186.9,25.7,20.2
GCP,X-Large,AP-South,Windows,15,1556,14004,29.4,56.4,41.8
AWS,Large,AP-South,Linux,0,1378,15158,79.5,57.0,78.5
AWS,Large,US-East,Linux,20,562,7868,10.5,38.5,39.0
Azure,Micro,EU-West,Linux,13,60,660,171.8,32.5,26.7
Azure,Large,EU-West,Linux,14,461,3688,75.0,33.3,33.6
Azure,X-Large,AP-South,Windows,8,2850,25650,128.1,65.7,51.3
GCP,Micro,EU-West,Ubuntu,14,134,938,144.4,48.6,61.2
AWS,Micro,EU-West,Linux,16,152,1216,88.8,50.9,59.8
Azure,X-Large,US-East,Ubuntu,23,1244,9952,64.8,27.3,29.1
GCP,X-Large,US-East,Linux,3,1541,10787,192.6,34.9,26.6
Azure,Large,EU-West,Ubuntu,11,684,9576,193.1,37.6,38.1
AWS,Large,AP-South,Windows,4,321,2889,61.4,54.0,26.9
AWS,Micro,AP-South,Windows,4,134,1206,98.5,66.0,71.2
Azure,X-Large,US-East,Linux,10,2572,28292,194.7,36.9,43.9
GCP,X-Large,EU-West,Windows,5,3217,25736,5.9,67.7,65.9
AWS,Micro,EU-West,Windows,6,133,1064,85.5,66.9,64.2
AWS,Large,EU-West,Ubuntu,23,1258,16354,24.6,57.7,70.3
AWS,X-Large,US-East,Ubuntu,13,4158,41580,104.3,55.6,68.3
Azure,Large,US-East,Linux,23,845,6760,9.8,41.4,57.0
GCP,Large,EU-West,Linux,10,985,5910,84.3,49.0,54.6
GCP,Micro,AP-South,Ubuntu,12,122,1220,48.0,45.7,44.9
GCP,X-Large,AP-South,Linux,1,1796,10776,109.0,38.0,25.9
GCP,Micro,US-East,Ubuntu,6,86,774,199.2,36.9,38.1
GCP,Micro,AP-South,Windows,19,68,680,161.1,48.9,38.6
Azure,Large,AP-South,Windows,3,630,5040,169.9,56.3,54.9
Azure,X-Large,EU-West,Linux,7,3685,25795,128.9,47.0,80.0
GCP,Micro,EU-West,Windows,19,154,1694,13.1,68.1,73.4
GCP,X-Large,AP-South,Windows,21,3156,18936,45.3,70.0,64.6
Azure,Micro,US-East,Ubuntu,20,31,310,185.4,21.7,22.5
Azure,X-Large,EU-West,Ubuntu,18,1067,8536,76.4,30.6,28.1
GCP,Micro,AP-South,Windows,12,78,780,25.2,53.5,48.6
GCP,Large,EU-West,Linux,13,1388,11104,142.0,57.4,76.0
Azure,Large,EU-West,Linux,9,504,4032,63.4,37.4,29.1
AWS,Micro,AP-South,Ubuntu,10,150,1200,57.4,44.2,62.0
GCP,Large,AP-South,Windows,1,873,11349,199.6,59.6,55.1
AWS,Micro,US-East,Windows,8,118,1298,172.3,64.2,60.9
GCP,Large,AP-South,Windows,16,1020,7140,84.5,68.6,69.7
GCP,X-Large,EU-West,Ubuntu,2,2402,16814,196.2,38.6,42.2
GCP,Large,US-East,Ubuntu,23,542,5420,131.8,38.1,42.7
GCP,X-Large,AP-South,Ubuntu,5,1946,19460,149.7,38.3,38.2
AWS,X-Large,EU-West,Linux,4,3946,31568,11.1,49.1,58.5
Azure,Large,US-East,Linux,4,1332,17316,28.7,53.1,73.9
Azure,X-Large,US-East,Linux,21,4634,37072,128.5,58.3,71.4
AWS,Large,US-East,Windows,14,961,12493,180.3,65.6,73.2
Azure,X-Large,EU-West,Windows,22,4568,36544,126.6,76.4,91.3
Azure,Large,EU-West,Ubuntu,16,540,3240,31.1,37.2,31.6
Azure,X-Large,US-East,Windows,8,3989,23934,27.6,66.3,71.7
Azure,Micro,EU-West,Windows,2,136,1224,169.6,69.8,62.2
Azure,Large,US-East,Linux,19,1203,9624,32.2,53.2,69.6
GCP,Large,US-East,Ubuntu,16,499,5489,106.4,29.8,40.0
AWS,Large,EU-West,Linux,9,338,3042,12.2,27.8,29.0
Azure,X-Large,EU-West,Windows,2,1358,13580,20.7,51.1,34.0
Azure,Micro,US-East,Linux,17,77,1078,136.1,34.8,37.0
Azure,X-Large,EU-West,Ubuntu,17,2522,20176,139.4,40.4,48.4
GCP,X-Large,AP-South,Windows,16,4456,26736,71.6,74.4,85.3
Azure,Large,US-East,Ubuntu,23,682,9548,47.0,34.1,42.6
Azure,X-Large,US-East,Windows,2,1908,24804,163.7,54.2,40.2
AWS,X-Large,EU-West,Windows,2,2134,29876,47.3,63.5,51.9
GCP,Micro,EU-West,Windows,5,107,1177,110.7,56.1,57.0
Azure,X-Large,EU-West,Ubuntu,12,3186,25488,193.8,47.5,52.0
AWS,Micro,AP-South,Linux,23,188,1316,33.8,53.7,75.3
AWS,Large,EU-West,Ubuntu,14,708,9912,188.5,40.3,46.0
AWS,Micro,US-East,Windows,8,26,182,40.7,42.5,18.0
AWS,Micro,EU-West,Ubuntu,3,108,1404,115.7,44.2,54.4
Azure,Large,EU-West,Ubuntu,13,303,2727,78.5,22.1,15.2
AWS,Micro,US-East,Ubuntu,4,161,1127,193.2,51.3,70.7
GCP,Micro,US-East,Windows,1,28,252,58.3,47.5,27.1
GCP,Large,AP-South,Ubuntu,10,364,2184,82.9,28.4,19.6
Azure,X-Large,EU-West,Ubuntu,8,1998,15984,196.7,33.4,32.5
AWS,Micro,AP-South,Linux,23,94,1316,109.6,39.2,45.4
GCP,X-Large,US-East,Linux,2,3567,21402,103.0,50.7,54.3
AWS,Large,US-East,Ubuntu,8,716,4296,55.3,41.4,41.4
GCP,Large,US-East,Ubuntu,2,856,10272,141.8,40.0,45.6
GCP,X-Large,US-East,Windows,1,3660,18300,7.8,66.0,74.8
GCP,Micro,US-East,Windows,11,173,1903,14.7,71.0,82.8
Azure,X-Large,AP-South,Linux,9,2909,26181,121.9,43.2,49.6
GCP,Large,EU-West,Linux,8,263,3156,71.6,25.9,19.1
AWS,Large,US-East,Windows,14,1314,6570,190.9,75.5,86.7
Azure,Micro,EU-West,Linux,7,126,1386,181.1,43.3,55.0
Azure,Large,US-East,Windows,4,466,4194,144.2,53.6,45.2
GCP,X-Large,AP-South,Windows,10,2845,22760,164.5,64.7,55.3
Azure,X-Large,AP-South,Ubuntu,1,2708,29788,135.1,41.4,52.7
GCP,X-Large,AP-South,Ubuntu,23,4630,64820,29.5,50.9,79.0
AWS,X-Large,AP-South,Linux,14,4211,25266,154.3,56.2,68.2
Azure,Micro,EU-West,Ubuntu,5,158,790,46.0,51.1,64.3
GCP,X-Large,AP-South,Ubuntu,7,4829,24145,68.1,59.3,78.0
Azure,Micro,AP-South,Windows,4,148,740,164.8,70.9,76.2
Azure,Large,AP-South,Linux,15,675,6075,109.6,38.3,35.3
AWS,Large,US-East,Ubuntu,17,1176,16464,172.7,53.6,75.6
GCP,Micro,AP-South,Linux,5,193,2123,46.5,52.8,82.7
GCP,Micro,EU-West,Windows,4,29,174,123.5,50.7,25.4
AWS,Large,US-East,Ubuntu,15,757,10598,21.3,41.6,52.0
AWS,Large,EU-West,Windows,12,1217,14604,130.4,72.6,76.3
GCP,X-Large,US-East,Ubuntu,4,4595,36760,153.7,59.6,82.4
Azure,Micro,EU-West,Linux,12,79,553,119.1,38.4,38.2
AWS,Large,EU-West,Windows,16,1082,15148,56.9,68.5,72.4
AWS,Micro,EU-West,Windows,17,156,1872,11.1,72.5,75.1
Azure,Large,US-East,Linux,7,865,5190,28.3,45.2,56.1
GCP,Micro,EU-West,Windows,12,57,399,126.3,47.9,31.7
Azure,Micro,EU-West,Linux,18,117,819,187.2,43.9,57.3
AWS,Large,US-East,Windows,2,1019,14266,45.3,67.8,70.4
Azure,X-Large,EU-West,Windows,23,1863,9315,148.3,53.6,53.6
GCP,X-Large,US-East,Windows,7,1581,15810,174.0,53.3,45.9
AWS,X-Large,AP-South,Linux,1,4070,24420,106.6,50.1,62.1
Azure,Large,EU-West,Ubuntu,7,894,4470,135.5,47.1,49.6
GCP,Large,US-East,Windows,12,1451,8706,163.9,79.8,98.5
GCP,X-Large,AP-South,Linux,12,4173,41730,55.8,50.7,69.2
GCP,Large,EU-West,Linux,0,1439,11512,62.9,54.5,87.4
GCP,Large,AP-South,Windows,5,606,6060,5.1,63.3,46.8
GCP,X-Large,EU-West,Linux,23,1398,18174,192.8,27.4,24.8
GCP,Large,US-East,Linux,18,914,12796,183.9,51.6,44.9
AWS,Large,AP-South,Linux,15,903,12642,154.1,41.5,54.9
GCP,Micro,AP-South,Windows,7,188,2256,20.4,75.6,89.3
GCP,Micro,AP-South,Ubuntu,0,190,950,92.3,60.4,71.7
GCP,X-Large,AP-South,Linux,15,4021,48252,24.9,54.3,69.5
Azure,Micro,EU-West,Windows,8,91,1183,8.1,58.6,51.4
AWS,Micro,US-East,Ubuntu,12,101,1010,125.2,42.9,34.2
AWS,Large,AP-South,Linux,10,971,13594,192.4,43.4,51.3
Azure,Micro,US-East,Linux,12,144,1296,181.1,42.6,60.0
GCP,Large,EU-West,Windows,20,564,5640,140.9,53.1,42.2
Azure,Micro,US-East,Windows,9,172,1720,23.8,69.3,81.9
Azure,X-Large,US-East,Ubuntu,3,4119,53547,58.5,54.1,75.5
Azure,Large,EU-West,Ubuntu,5,710,5680,67.4,37.2,38.5
AWS,Micro,AP-South,Windows,6,82,492,153.8,55.6,52.0
AWS,Large,EU-West,Windows,4,315,4095,161.4,48.1,25.6
AWS,X-Large,AP-South,Linux,10,3988,23928,80.1,49.8,63.4
GCP,X-Large,EU-West,Linux,12,4920,68880,86.5,62.5,83.5
GCP,Large,US-East,Ubuntu,18,536,6968,13.7,38.4,43.7
Azure,X-Large,AP-South,Ubuntu,22,1880,11280,61.4,41.8,34.7
AWS,X-Large,EU-West,Linux,9,3784,45408,93.0,47.3,68.3
AWS,Micro,EU-West,Linux,9,105,1365,27.8,39.0,47.5
GCP,X-Large,EU-West,Ubuntu,10,1839,25746,93.4,31.2,28.2
GCP,Micro,AP-South,Linux,20,156,2028,171.4,53.5,66.7
AWS,Large,US-East,Windows,6,642,8988,118.4,53.4,54.6
AWS,X-Large,EU-West,Windows,17,3884,50492,20.4,72.5,75.6
GCP,Large,EU-West,Ubuntu,3,1236,7416,42.4,55.0,71.7
GCP,X-Large,US-East,Ubuntu,1,1942,15536,97.5,39.4,33.9
AWS,Micro,US-East,Linux,13,198,2178,75.5,61.9,84.2
Azure,X-Large,US-East,Linux,12,3334,20004,75.0,46.8,56.4
Azure,Large,US-East,Windows,11,919,4595,108.2,62.0,56.0
Azure,X-Large,EU-West,Linux,6,2137,14959,119.0,37.4,38.2
Azure,Micro,EU-West,Ubuntu,1,31,248,160.4,25.1,30.8
AWS,Large,AP-South,Ubuntu,12,882,10584,71.5,48.6,45.2
Azure,Micro,EU-West,Linux,13,76,760,162.1,31.7,40.8
Azure,X-Large,EU-West,Windows,16,4637,27822,71.0,79.6,91.5
GCP,X-Large,US-East,Windows,8,3953,51389,15.8,72.6,79.1
Azure,Micro,AP-South,Linux,16,51,306,113.1,31.7,22.2
GCP,Large,US-East,Linux,7,519,4671,119.6,25.9,30.2
GCP,Micro,EU-West,Ubuntu,1,135,1080,187.2,42.0,60.0
AWS,Large,EU-West,Ubuntu,23,476,5236,146.6,29.3,35.5
AWS,Large,EU-West,Ubuntu,12,1427,17124,184.0,52.7,68.8
AWS,Large,AP-South,Windows,2,393,3537,182.1,51.0,35.8
AWS,Micro,US-East,Linux,15,178,2492,122.9,52.4,69.1
GCP,Large,AP-South,Ubuntu,5,895,8055,107.9,46.8,52.7
AWS,Micro,EU-West,Windows,18,39,234,113.7,48.9,24.5
GCP,Micro,EU-West,Ubuntu,6,66,792,195.8,34.1,22.7
AWS,Micro,US-East,Linux,9,56,336,155.8,32.8,31.2
Azure,X-Large,US-East,Windows,8,4234,59276,25.7,76.7,87.7
Azure,X-Large,US-East,Linux,1,1018,10180,156.8,28.5,30.5
GCP,X-Large,US-East,Linux,14,4441,53292,38.3,52.7,85.3
Azure,Large,EU-West,Windows,4,463,4630,92.2,52.0,38.7
Azure,X-Large,AP-South,Windows,21,3841,30728,46.0,63.6,71.2
GCP,X-Large,US-East,Ubuntu,3,1112,8896,139.5,26.1,27.1
Azure,X-Large,US-East,Windows,19,4559,45590,176.1,81.2,85.9
Azure,Large,US-East,Windows,3,741,5928,61.6,65.0,57.4
Azure,Micro,EU-West,Ubuntu,17,144,1728,21.0,50.5,63.2
AWS,X-Large,EU-West,Linux,3,1578,20514,63.2,30.1,29.0
GCP,Micro,US-East,Windows,16,74,370,136.1,53.5,47.4
AWS,Micro,EU-West,Linux,11,45,360,69.1,27.3,26.2
Azure,Micro,AP-South,Linux,21,34,272,59.2,26.5,17.7
Azure,Micro,EU-West,Windows,16,46,276,41.0,47.9,38.8
AWS,X-Large,EU-West,Linux,9,3048,30480,102.0,41.7,59.7
Azure,Large,US-East,Linux,21,1110,7770,58.8,47.5,65.5
GCP,X-Large,AP-South,Ubuntu,0,2572,28292,147.5,38.1,51.7
GCP,Large,EU-West,Ubuntu,21,340,3060,19.9,25.3,19.5
GCP,X-Large,US-East,Ubuntu,23,2767,22136,134.5,43.9,49.8
Azure,X-Large,AP-South,Linux,17,1647,14823,51.3,32.7,33.8
GCP,Micro,US-East,Linux,17,142,1704,100.4,47.6,58.5
GCP,Large,US-East,Ubuntu,13,387,2709,60.8,31.1,24.4
Azure,X-Large,EU-West,Windows,14,4199,46189,145.9,78.8,83.1
AWS,Large,EU-West,Ubuntu,11,400,4000,189.3,31.7,26.5
AWS,Large,AP-South,Windows,3,1350,6750,183.8,75.0,87.4
Azure,X-Large,AP-South,Windows,2,1256,13816,118.8,48.8,36.9
GCP,Large,AP-South,Linux,19,746,8206,95.2,43.4,44.5
AWS,X-Large,US-East,Ubuntu,11,3241,16205,164.6,47.1,54.4
AWS,X-Large,EU-West,Windows,6,3750,48750,138.2,69.4,62.6
AWS,Micro,EU-West,Ubuntu,10,113,1130,40.8,43.0,47.7
Azure,Micro,US-East,Linux,0,32,192,165.1,26.8,16.6
AWS,Large,US-East,Linux,5,1488,13392,88.6,60.8,82.5
AWS,Micro,AP-South,Linux,14,43,344,41.9,28.9,13.6
Azure,Large,EU-West,Windows,14,1141,12551,60.0,73.9,71.2
Azure,X-Large,US-East,Ubuntu,18,4455,53460,57.2,58.6,71.5
Azure,Micro,US-East,Windows,10,13,65,106.2,37.1,20.1
AWS,X-Large,AP-South,Ubuntu,22,1413,12717,50.7,33.8,23.2
AWS,Micro,AP-South,Windows,1,111,777,29.1,58.3,63.4
Azure,Micro,AP-South,Linux,13,84,420,29.1,36.7,46.4
GCP,Micro,AP-South,Linux,1,108,756,118.7,38.0,52.6
Azure,X-Large,EU-West,Linux,3,4655,46550,148.3,58.5,77.2
AWS,Large,EU-West,Windows,16,1109,12199,67.7,60.8,72.6
AWS,Micro,AP-South,Ubuntu,2,197,2364,11.8,53.5,82.8
Azure,X-Large,EU-West,Linux,12,4756,38048,29.8,53.8,75.7
GCP,Large,EU-West,Linux,8,244,1708,183.4,30.8,23.7
GCP,Large,US-East,Windows,6,282,2538,101.2,46.8,31.7
AWS,Micro,EU-West,Linux,14,132,1716,93.4,49.8,57.9
GCP,X-Large,EU-West,Linux,22,1357,13570,12.4,27.6,16.8
GCP,X-Large,AP-South,Windows,10,2551,33163,147.1,64.0,60.8
GCP,Large,AP-South,Windows,19,1289,12890,108.0,71.2,86.7
Azure,X-Large,AP-South,Linux,1,3983,23898,44.4,55.9,73.7
AWS,Large,US-East,Ubuntu,14,574,5166,26.5,27.8,39.2
Azure,Large,US-East,Ubuntu,13,361,4693,79.8,31.4,24.9
GCP,Large,AP-South,Ubuntu,19,1411,16932,168.2,58.2,77.7
AWS,Micro,US-East,Ubuntu,21,75,825,173.7,32.4,32.4
Azure,X-Large,US-East,Ubuntu,10,1449,7245,122.6,32.2,35.7
AWS,Micro,EU-West,Ubuntu,2,22,176,146.9,20.3,8.3
Azure,Large,EU-West,Windows,16,383,4213,27.5,47.6,31.1
AWS,X-Large,EU-West,Ubuntu,11,3158,34738,119.7,46.7,56.3
Azure,X-Large,AP-South,Windows,23,2950,29500,135.1,61.3,64.6
GCP,Large,AP-South,Windows,20,707,8484,44.1,62.5,57.3
Azure,X-Large,AP-South,Windows,14,2313,23130,176.6,55.4,50.7
GCP,Large,US-East,Linux,15,494,6916,43.0,39.7,31.8
Azure,Large,EU-West,Ubuntu,4,1103,7721,66.1,47.8,58.5
GCP,Large,EU-West,Ubuntu,19,1438,11504,126.0,60.0,82.0
GCP,Large,AP-South,Ubuntu,5,1173,8211,129.5,55.2,57.6
Azure,X-Large,AP-South,Linux,18,1631,8155,141.4,31.8,37.6
Azure,Micro,AP-South,Windows,4,135,1890,26.8,70.7,82.5
AWS,X-Large,AP-South,Ubuntu,2,2590,23310,170.6,44.3,52.3
Azure,Micro,AP-South,Linux,0,36,180,108.9,27.1,25.2
AWS,X-Large,AP-South,Linux,5,4701,23505,96.9,54.8,79.6
Azure,Large,AP-South,Ubuntu,14,932,5592,196.3,43.9,51.8
AWS,X-Large,EU-West,Windows,1,4302,34416,149.4,79.2,84.2
GCP,X-Large,US-East,Linux,2,2588,25880,28.0,44.7,35.9
Azure,X-Large,US-East,Windows,16,4878,58536,152.5,78.7,88.0
GCP,Large,EU-West,Windows,23,520,3640,23.6,59.4,39.1
Azure,Micro,EU-West,Ubuntu,11,154,770,10.4,52.4,64.1
AWS,X-Large,US-East,Ubuntu,17,4304,30128,83.7,51.0,76.7
Azure,Large,AP-South,Ubuntu,14,636,4452,198.7,40.6,38.4
AWS,Micro,US-East,Windows,11,22,198,39.1,46.9,19.4
AWS,Large,EU-West,Windows,15,1276,10208,136.2,77.5,81.4
Azure,Micro,US-East,Linux,7,28,224,38.8,19.6,24.9
GCP,Large,AP-South,Linux,13,925,12025,146.3,43.4,47.6
Azure,Large,EU-West,Linux,16,230,2530,103.5,27.7,24.6
GCP,Large,EU-West,Ubuntu,20,536,4288,137.6,36.3,27.4
AWS,Large,US-East,Windows,7,382,2674,44.6,52.8,30.8
Azure,Large,EU-West,Windows,14,1246,12460,150.4,70.5,84.1
Azure,X-Large,US-East,Windows,13,3591,25137,199.1,72.4,72.1
GCP,X-Large,US-East,Linux,17,2469,24690,134.8,40.7,35.0
Azure,Micro,EU-West,Ubuntu,19,83,1079,101.2,36.6,32.7
AWS,X-Large,EU-West,Ubuntu,6,4081,40810,185.0,58.7,72.6
Azure,Large,US-East,Windows,2,859,6872,8.1,67.3,60.7
AWS,Large,EU-West,Windows,11,359,3231,147.3,48.1,29.9
AWS,X-Large,EU-West,Windows,20,4953,49530,178.3,80.2,97.2
GCP,Micro,AP-South,Windows,23,23,161,17.0,43.5,22.6
GCP,Micro,EU-West,Linux,2,187,2244,92.8,56.5,86.5
AWS,Micro,US-East,Linux,19,165,1320,44.9,50.4,65.9
GCP,X-Large,US-East,Windows,13,4949,59388,115.5,86.4,97.5
GCP,Large,EU-West,Linux,14,1211,16954,131.7,58.7,67.0
AWS,Micro,AP-South,Windows,13,62,868,64.0,51.6,39.7
Azure,Micro,EU-West,Windows,6,161,1127,94.7,71.6,74.8
Azure,Micro,EU-West,Windows,16,88,1232,59.5,55.1,46.4
GCP,Large,AP-South,Linux,11,1245,13695,77.0,58.5,63.1
GCP,Large,EU-West,Windows,19,1253,16289,36.1,74.2,87.1
AWS,Micro,US-East,Windows,3,13,104,177.7,42.6,19.5
AWS,Large,AP-South,Ubuntu,8,1428,17136,7.0,54.7,77.3
AWS,Micro,AP-South,Ubuntu,5,68,476,177.1,32.8,35.8
AWS,X-Large,US-East,Linux,15,2494,27434,116.5,35.0,46.5
Azure,Micro,EU-West,Ubuntu,21,17,119,69.7,19.9,10.2
AWS,X-Large,EU-West,Linux,21,2489,27379,146.0,42.9,47.2
AWS,Large,AP-South,Windows,20,1235,17290,104.0,71.0,88.2
GCP,Micro,US-East,Ubuntu,20,128,1792,102.3,44.3,50.6
AWS,Large,AP-South,Linux,1,1049,10490,26.5,49.3,57.5
GCP,Micro,EU-West,Windows,23,107,642,81.0,56.1,50.8
AWS,X-Large,EU-West,Ubuntu,7,4710,32970,52.0,59.9,78.6
AWS,Large,US-East,Ubuntu,10,1298,12980,8.1,57.2,69.1
GCP,Large,AP-South,Linux,12,1072,8576,75.2,53.2,64.0
Azure,Micro,AP-South,Windows,16,58,580,22.5,46.8,34.2
Azure,Large,EU-West,Ubuntu,7,1190,5950,55.1,52.6,71.5
GCP,X-Large,US-East,Windows,20,2264,31696,23.0,55.0,52.2
GCP,X-Large,EU-West,Windows,17,4065,20325,24.7,70.6,83.9
Azure,Micro,US-East,Ubuntu,17,102,714,43.8,39.0,46.8
GCP,Micro,EU-West,Windows,13,163,1956,200.0,69.0,82.0
GCP,Large,EU-West,Linux,14,1319,15828,5.4,57.1,77.8
GCP,X-Large,US-East,Ubuntu,5,4797,38376,129.5,63.3,82.3
GCP,Large,EU-West,Linux,10,493,4930,32.5,35.9,32.3
GCP,X-Large,US-East,Ubuntu,12,3256,39072,184.5,48.5,57.6
Azure,X-Large,AP-South,Linux,0,4414,48554,23.3,55.4,68.0
GCP,Micro,US-East,Windows,5,97,1067,191.2,59.8,48.2
Azure,Large,US-East,Windows,8,1017,8136,124.1,69.5,71.2
AWS,X-Large,EU-West,Linux,7,2799,36387,5.2,41.4,52.2
Azure,Micro,EU-West,Windows,10,178,2492,179.3,68.6,82.4
AWS,X-Large,EU-West,Linux,21,3437,34370,106.7,50.9,60.3
Azure,Micro,US-East,Ubuntu,18,78,546,56.2,35.3,36.7
Azure,Micro,EU-West,Ubuntu,23,181,1629,154.6,55.0,78.1
GCP,Micro,EU-West,Windows,8,130,1170,185.7,64.8,68.0
Azure,Large,AP-South,Windows,16,1380,12420,99.3,76.6,84.1
Azure,Micro,AP-South,Ubuntu,11,165,1980,66.5,58.6,70.5
GCP,Micro,US-East,Windows,13,148,1924,158.8,69.1,70.2
AWS,X-Large,US-East,Ubuntu,14,1632,21216,137.9,31.7,29.8
Azure,Micro,AP-South,Ubuntu,15,74,740,178.3,41.5,37.2
GCP,X-Large,US-East,Linux,21,2642,26420,140.0,42.7,45.7
AWS,X-Large,US-East,Linux,21,4730,61490,52.5,56.7,71.1
Azure,Large,AP-South,Ubuntu,19,336,2688,186.7,28.8,30.7
Azure,Micro,AP-South,Ubuntu,0,164,1640,25.4,50.9,73.1
Azure,Micro,US-East,Linux,9,171,1368,57.2,59.1,74.7
AWS,X-Large,US-East,Ubuntu,7,1427,7135,106.4,38.0,22.0
AWS,Large,EU-West,Ubuntu,17,811,8921,115.3,40.2,40.5
Azure,Micro,US-East,Ubuntu,0,91,1274,8.0,37.4,37.2
